"playersSeason";"playerID";"WOBA";"SLG";"BA";"ISO";"speedRatio"
12.0;"ordonma01";0.34843682170542634;0.428;0.3097;0.1183;0.7569
14.0;"ortizda01";0.3972799325463744;0.5543;0.3086;0.2457;0.5679
10.0;"pierrju01";0.2960567454798331;0.3164;0.275;0.0415;0.8771
13.0;"polanpl01";0.29884750957854406;0.339;0.2772;0.0618;0.8538
16.0;"ramirar01";0.32538052930056716;0.4271;0.2854;0.1417;0.7234
18.0;"rodrial01";0.3400279467680608;0.4298;0.2721;0.1577;0.7143
15.0;"rodriiv01";0.3267653846153846;0.4369;0.2998;0.1371;0.7256
11.0;"rolliji01";0.3192271565495208;0.3986;0.2681;0.1305;0.7368
0.0;"teixema01";0.34381147260273975;0.4802;0.259;0.2212;0.562
10.0;"tejadmi01";0.342362969588551;0.4416;0.2957;0.1459;0.75
11.0;"vaughmo01";0.34695615942028984;0.4559;0.2587;0.1971;0.6508
10.0;"wellsve01";0.3039878299120235;0.4;0.2603;0.1397;0.6646
14.0;"willibe02";0.30124430147058817;0.367;0.2495;0.1175;0.7355
10.0;"winnra01";0.33597848484848486;0.4264;0.306;0.1204;0.7268
10.0;"wrighda03";0.299302925989673;0.3738;0.2692;0.1047;0.7292
12.0;"youngmi02";0.2929594135802469;0.3699;0.2766;0.0933;0.7751
